SID	len_mid	len_min	len_max	type	Sp_Aff	seg_SNPs	start5	start3	stop5	stop3	event_snp	LocalEventHpM_NWT	LocalEventHpM_Ntel	LocalEventHpM_Ntkd	LocalEventHpM_SFA	LocalEventHpM_DC	total_nb_seg	Event_len_max	Event_len_mid	nb_62_seg	proportion	LCO	chr	Meiosis	EID	EventSpAff	LSB	LNCO	groupe	classe	Event_type	Event_len_min	debut	fin	Genotype	SegHpM_NWT	SegHpM_DC	SegHpM_Ntel	SegHpM_Ntkd	SegHpM_SFA	exp_local_hits_seg_NWT	exp_local_hits_seg_Ntel	exp_local_hits_seg_Ntkd	exp_local_hits_seg_SFA	exp_local_hits_seg_DC	Seg_Obs_Exp_HpM_NWT	Seg_Obs_Exp_HpM_Ntel	Seg_Obs_Exp_HpM_Ntkd	Seg_Obs_Exp_HpM_SFA	Seg_Obs_Exp_HpM_DC	boundary_cross	hotspot_overlapW	hotspot_boundary_crossW	est_dist_DSBsW	hotspot_overlapF	hotspot_boundary_crossF	est_dist_DSBsF	SegType	seg_cat	len_cat	Classification	Notes
1070	212	21	402	(6:2)	56	2	394408	394692	394713	394810	2	2.9229	1.3768	1.4681	0.9077	0	1	401	100	1	0	1	10	OM4	95	56	1	0	1	15	(6:2)_(4:4aCO)	22	394549.75	394761.75	OM	2.92292335250271	0	1.37683775826625	1.46811355558249	0.907710227398254	2.93018902743142	1.38023341645885	1.47176109725686	0.909963591022444	0	0.9975	0.9975	0.9975	0.9975	0	0	0	0	0	0	0	0	6:2/2:6 Segment	single	30_150	AC	
1071	1062	87	2036	(2:6)	34	2	574799	576464	576551	576835	2	159.1832	157.4765	148.1056	243.6242	3.0614	1	2035	100	1	0	1	10	OM5	95	34	1	0	1	16	(2:6)_(4:4aCO)	88	575631.25	576693.25	OM	159.183193972357	3.0614	157.476531276532	148.105631986184	243.624163235371	159.261422702703	157.553884029484	148.178379164619	243.743917051597	3.06290437346437	0.9995	0.9995	0.9995	0.9995	0.9995	1	1	0	0	1	0	0	6:2/2:6 Segment	single	30_150	AC	
1075	483	121	845	(2:6)	7	2	76914	77051	77172	77759	8	165.0285	142.5972	160.0111	168.189	0.9422	4	2842	22.1966911764706	1	0	1	11	OM6	95	7_7_8_7	1	0	2	32	(3:5)_(4:4)_(3:5a)_(2:6)_(4:4aCO)	1510	75289.5	77465.5	OM	5.73391900561966	0	4.95651590522104	3.63917724528637	7.96222124198414	49.0672352216749	42.397830401126	47.5754326178747	50.0069334975369	0.28014039408867	0.1169	0.1169	0.0765	0.1592	0	1	0	0	0	0	0	0	6:2/2:6 Segment	single	30_150	AC	
1076	766	503	1029	(2:6)	78	2	189310	189521	190024	190339	4	2620.6063	2998.6066	3143.6866	4137.952	167.4322	2	1761	52.6098901098901	1	0	1	8	OM7	95	78_5	1	0	1	10	(2:6)_(3:5)_(4:4aCO)	1151	189415.5	190871.5	OM	1146.91173278391	65.544	1605.37652213884	1618.61019823404	2051.12951289273	1531.2912451448	1752.1670592845	1836.9412330494	2417.91743781942	97.8351696763203	0.749	0.9162	0.8811	0.8483	0.6699	0	1	0	0	1	0	0	6:2/2:6 Segment	single	500_750	AC	
1078	450	0	900	(2:6)	78	1	377556	378238	378238	378456	1	170.4007	154.7821	147.9729	16.3421	1.9046	1	899	100	1	0	1	9	OM8	95	78	1	0	1	16	(2:6)_(4:4aCO)	1	377897	378347	OM	170.400670025095	1.9046	154.782070286181	147.972903638436	16.3420852213925	170.590244716351	154.954271412681	148.137497219132	16.3602780867631	1.90671857619577	0.9989	0.9989	0.9989	0.9989	0.9989	0	1	0	0	0	0	0	6:2/2:6 Segment	single	30_150	AC	
1079	525	19	1031	(2:6)	56	2	81320	81666	81685	82351	2	98.9704	71.6584	105.9243	176.7945	0.7832	1	1030	100	1	0	1	8	OM1	96	56	1	0	1	16	(2:6)_(4:4aCO)	20	81493	82018	OM	98.9703927672294	0.7832	71.6583788393759	105.924323020323	176.794522922665	99.0664877669903	71.7279712621359	106.027139126214	176.966145145631	0.783960388349515	0.999	0.999	0.999	0.999	0.999	0	1	0	0	1	0	0	6:2/2:6 Segment	single	30_150	AC	
1083	39	0	78	6:2	7	1	79796	79829	79829	79874	22	944.679	792.8383	982.1256	418.6718	7.9908	8	3704	1.1977886977887	1	0	0	11	OM3	96	2_2_8_7_7_2_28_1	1	1	3	31	3:5_4:4_5:3_6:2_5:3_4:4ai_4:4_3:5a	2808	78204	81460	OM	1.16038716762658	0	1.08716669775488	4.19419578459194	1.59074366719055	19.8933482721382	16.6958389308855	20.6819105831533	8.81652278617711	0.168272786177106	0.0583	0.0651	0.2028	0.1804	0	0	0	0	0	0	0	0	6:2/2:6 Segment	single	30_150	IN	
1088	391	0	782	(2:6)	78	1	662479	663134	663134	663261	1	485.0711	444.6175	377.4444	149.1103	12.3926	1	781	100	1	0	1	10	OM5	96	78	1	0	1	16	(2:6)_(4:4aCO)	1	662806.5	663197.5	OM	485.071143320743	12.3926	444.617471112618	377.444413520997	149.110261294715	485.692189756722	445.186792573624	377.927683482714	149.301222279129	12.4084676056338	0.9987	0.9987	0.9987	0.9987	0.9987	0	1	0	0	1	0	0	6:2/2:6 Segment	single	30_150	AC	
1092	134	0	269	(6:2)	7	1	280350	280455	280455	280619	6	397.7351	405.4612	416.8117	657.1186	7.4608	6	2232	6.91434468524252	1	0	1	8	OM7	96	8_8_8_7_7_34	1	0	3	20	(5:3)_(4:4)_(5:3)_(6:2)_(5:3)_(3:5)_(4:4aCO)	1643	279409.25	281347.25	OM	129.806924059396	2.1088	146.561653698797	170.449404106471	451.945461038665	47.9349202060932	48.866067562724	50.2340265681004	79.1957452508961	0.899173476702509	2.708	2.9993	3.3931	5.7067	2.3453	0	1	0	0	1	0	0	6:2/2:6 Segment	single	30_150	IC	
1098	866	442	1291	(6:2)	12	3	142259	142307	142749	143550	16	226.3298	233.8784	265.2119	713.7234	1.215	4	2900	37.1993127147766	1	0	1	10	OM9	96	2_78_1_12	1	0	3	20	(3:5)_(5:3)_(4:4aCO)_(6:2)_(4:4a)	1756	140821.5	143149.5	OM	216.071072339877	1.215	226.798937067848	256.065089664869	702.468181988587	100.75578337931	104.116211862069	118.065021689655	317.729968758621	0.540884482758621	2.1445	2.1783	2.1688	2.2109	2.2463	0	1	0	0	1	0	0	6:2/2:6 Segment	single	300_500	AC	
1100	101	0	202	6:2	4	1	483821	484007	484007	484023	6	491.3958	393.8446	427.8246	268.751	8.9038	3	2019	8.72947277441659	1	0	0	8	OM2	97	3_4_4	1	1	1	3	5:3_6:2_5:3	295	483649	484806	OM	137.912229925639	2.352	131.571776464558	123.683816043116	61.6523708814746	49.1639185735513	39.403966914314	42.8036499257058	26.8884110946013	0.890821000495295	2.8052	3.339	2.8896	2.2929	2.6403	0	1	0	0	1	0	0	6:2/2:6 Segment	single	30_150	IN	
1102	498	0	997	(6:2)	34	1	555723	556159	556159	556720	1	57.3254	50.2467	50.8747	85.6777	0.2174	1	996	100	1	0	1	10	OM4	97	34	1	0	1	15	(6:2)_(4:4aCO)	1	555941.25	556439.25	OM	57.3253866401866	0.2174	50.2467262505269	50.8746656686447	85.677681992833	57.38295562249	50.2971484939759	50.9257790160643	85.7637217871486	0.21761827309237	0.999	0.999	0.999	0.999	0.999	0	1	0	0	1	0	0	6:2/2:6 Segment	single	30_150	AC	
1103	418	0	835	(6:2)	34	1	19020	19563	19563	19855	1	35.5856	34.8995	26.7227	26.8864	0.166	1	834	100	1	0	1	11	OM5	97	34	1	0	1	15	(6:2)_(4:4aCO)	1	19291.25	19709.25	OM	35.5856065728966	0.166	34.8994613439099	26.7227073610147	26.8863889396389	35.6282685851319	34.9413459232614	26.7547416067146	26.9186378896882	0.166199040767386	0.9988	0.9988	0.9988	0.9988	0.9988	0	0	0	0	0	0	0	6:2/2:6 Segment	single	30_150	AC	
1105	296	0	591	(2:6)	7	1	372964	373101	373101	373555	31	773.2758	733.0859	595.6201	830.9555	24.2542	11	4708	6.54867256637168	4	0	1	8	OM7	97	8_7_7_4_47_7_25_7_5_6_1	2	1	0	2	(3:5)_(2:6)_(3:5)_(4:4ai)_(2:6)_(3:5)_(3:5a)_(2:6ai)_(3:5b)_(2:6bi)_(3:5c)_(4:4bCO)	4331	372787.75	377307.75	OM	19.2625670172564	0.103	19.140095342919	19.6048871569054	6.14029856492833	97.0700929906542	92.0250142098556	74.7687933517417	104.310684048428	3.04465424808836	0.1984	0.208	0.2622	0.0589	0.0338	0	0	0	0	0	0	0	6:2/2:6 Segment	multi	30_150	IC	
1108	507	20	994	(2:6)	47	3	374065	374774	374794	375059	31	773.2758	733.0859	595.6201	830.9555	24.2542	11	4708	11.216814159292	4	0	1	8	OM7	97	8_7_7_4_47_7_25_7_5_6_1	2	1	0	2	(3:5)_(2:6)_(3:5)_(4:4ai)_(2:6)_(3:5)_(3:5a)_(2:6ai)_(3:5b)_(2:6bi)_(3:5c)_(4:4bCO)	4331	372787.75	377307.75	OM	186.465545691446	1.7066	168.856823027113	162.199842188136	328.95942820061	163.261713084112	154.776419838573	125.753266652506	175.439627655055	5.12078903993203	1.1421	1.091	1.2898	1.8751	0.3333	0	2	0	741	3	0	1176	6:2/2:6 Segment	multi	30_150	IC	
1117	350	22	679	(6:2)	126	3	122169	122633	122655	122848	7	1860.0822	1919.6726	2195.6087	1866.3826	70.004	3	2402	19.5530726256983	1	0	1	8	OM1	98	5_12_126	1	0	3	20	(5:3)_(3:5)_(6:2)_(4:4aCO)	1179	120961.25	122751.25	OM	899.805680040532	39.6924	1139.02741994201	1069.56643500441	1332.15669012627	525.810080682764	542.655160449625	620.657080474605	527.591084679434	19.7888076602831	1.7113	2.099	1.7233	2.525	2.0058	0	1	0	0	1	0	0	6:2/2:6 Segment	single	30_150	AC	
1119	174	0	349	2:6	6	1	505427	505727	505727	505776	7	68.4256	71.484	137.9897	80.8267	0.869	3	2270	11.4624505928854	1	0	0	8	OM2	98	5_6_5	1	1	2	20	3:5_2:6_3:5a	766	504711.5	506229.5	OM	5.838744947493	0	8.01446606473545	19.8648426774776	3.01262962401651	10.5200592070485	10.9902713656388	21.2151565198238	12.4266600440529	0.133603964757709	0.555	0.7292	0.9364	0.2424	0	0	0	0	0	0	0	0	6:2/2:6 Segment	single	30_150	CN4	
1121	275	124	426	(2:6)	78	6	91825	92069	92193	92251	14	323.9229	414.5399	341.3986	417.3886	8.3546	2	1122	39.7398843930636	1	0	1	11	OM5	98	78_78	1	0	1	12	(2:6)_(4:4)_(4:4aCO)	262	91947	92639	OM	211.852428327997	5.5526	264.109990010145	247.539868872083	315.281553524324	122.986769518717	157.392154545455	129.621928342246	158.473746524064	3.17206737967914	1.7226	1.678	1.9097	1.9895	1.7505	0	1	0	0	1	0	0	6:2/2:6 Segment	single	30_150	AC	
1127	918	775	1062	(2:6)	3	8	264644	264747	265522	265706	18	726.7659	727.685	763.5487	221.9258	20.223	5	1832	53.6528345996493	1	0	1	11	OM6	98	3_3_3_34_3	1	0	2	31	(3:5)_(4:4)_(3:5)_(3:5a)_(2:6)_(4:4aCO)	1590	263903	265614	OM	11.7809154903076	0.0806	8.21681570403604	18.8639289051166	11.0695832426092	421.302066484716	421.834863537118	442.624846834061	128.649126419214	11.7231582969432	0.028	0.0195	0.0426	0.086	0.0069	1	1	0	0	0	0	0	6:2/2:6 Segment	single	750_1000	AC	
1128	404	231	576	(6:2)	34	3	195826	195949	196180	196402	3	1.7611	0.9576	1.7502	2.2194	0	1	575	100	1	0	1	8	OM1	99	34	1	0	1	15	(6:2)_(4:4aCO)	232	195887.25	196291.25	OM	1.76113583832438	0	0.957634921732009	1.75017379721913	2.21935850838193	1.7641627826087	0.959265391304348	1.75324382608696	2.22325982608696	0	0.9983	0.9983	0.9982	0.9982	0	0	0	0	0	0	0	0	6:2/2:6 Segment	single	150_300	AC	
1130	13	0	26	(2:6)	1	1	36051	36063	36063	36077	51	535.7775	598.2932	828.5473	606.8241	17.54	10	3469	0.548986486486487	3	0	1	9	OM2	99	2_1_2_2_2_1_2_2_2_1	1	0	2	32	(3:5)_(2:6)_(3:5a)_(2:6)_(3:5a)_(4:4)_(3:5)_(4:4)_(3:5)_(2:6)_(4:4aCO)	1268	35864.75	38232.75	OM	12.9551060739442	0.4586	12.351429984871	17.2594862327431	35.7033022890609	4.01562842317671	4.48418080138368	6.20992499279331	4.54811951571058	0.131461516287114	3.2262	2.7544	2.7793	7.8501	3.4885	0	1	0	0	1	0	0	6:2/2:6 Segment	multi	<30	CC5	
1132	42	10	74	(2:6)	2	2	36222	36267	36277	36296	51	535.7775	598.2932	828.5473	606.8241	17.54	10	3469	1.77364864864865	3	0	1	9	OM2	99	2_1_2_2_2_1_2_2_2_1	1	0	2	32	(3:5)_(2:6)_(3:5a)_(2:6)_(3:5a)_(4:4)_(3:5)_(4:4)_(3:5)_(2:6)_(4:4aCO)	1268	35864.75	38232.75	OM	1.03905714139341	0.0516	1.60779441528309	9.04283134259826	1.6199536502631	11.4290962813491	12.7626684347074	17.6744019025656	12.944647852407	0.374159700201787	0.0909	0.126	0.5116	0.1251	0.1379	0	1	0	0	0	0	0	6:2/2:6 Segment	multi	30_150	IC	
1138	1287	251	2323	(2:6)	1	7	36921	36971	37222	39244	51	535.7775	598.2932	828.5473	606.8241	17.54	10	3469	54.3496621621622	3	0	1	9	OM2	99	2_1_2_2_2_1_2_2_2_1	1	0	2	32	(3:5)_(2:6)_(3:5a)_(2:6)_(3:5a)_(4:4)_(3:5)_(4:4)_(3:5)_(2:6)_(4:4aCO)	1268	35864.75	38232.75	OM	170.699944088153	1.1746	179.585754989693	250.93149324572	225.03450986441	358.780954886134	400.644307754396	554.832913779187	406.356985961372	11.7455808590372	0.4758	0.4482	0.4523	0.5538	0.1	0	2	0	2446	2	0	2448	6:2/2:6 Segment	multi	150_300	AC	
1139	667	0	1334	(6:2)	78	1	185334	185846	185846	186668	1	70.5703	55.5357	68.4337	16.8472	0.5456	1	1333	100	1	0	1	11	OM3	99	78	1	0	1	15	(6:2)_(4:4aCO)	1	185590	186257	OM	70.5702644255879	0.5456	55.5357237182962	68.4337158814238	16.8471578396572	70.6232409602401	55.5773621905476	68.4850381095274	16.8598385596399	0.546009302325581	0.9992	0.9993	0.9993	0.9992	0.9993	0	1	0	0	0	0	0	6:2/2:6 Segment	single	30_150	AC	
1141	42	0	84	2:6	4	1	724313	724337	724337	724397	6	90.2732	99.7149	79.4226	20.7762	0.541	3	692	7.04697986577181	1	0	0	10	OM4	99	3_4_3	1	1	2	20	3:5_2:6_3:5a	500	723984	724580	OM	40.4255043299819	0.2336	47.659191490731	36.8070611490606	4.88066806201905	10.9580184971098	12.1041208092486	9.6408936416185	2.52196647398844	0.0656705202312139	3.6891	3.9374	3.8178	1.9353	3.5572	0	1	0	0	0	0	0	6:2/2:6 Segment	single	30_150	CN4	
1144	404	0	809	(2:6)	12	1	149570	150160	150160	150379	10	186.5723	215.0026	159.0736	434.4256	3.1874	3	2480	19.5357833655706	1	0	1	10	OM8	99	1278_12_2	1	0	1	12	(4:4aCO)_(2:6)_(3:5)_(4:4a)	1656	148814	150882	OM	2.73267627097303	0	1.70401802032865	1.8017848201569	2.99972521368652	60.8616897983871	70.1359287903226	51.8913477419355	141.71383483871	1.03976072580645	0.0449	0.0243	0.0347	0.0212	0	0	0	0	0	0	0	0	6:2/2:6 Segment	single	30_150	AC	
1149	262	24	500	(6:2)	7	2	179749	180134	180158	180249	8	297.842	296.3344	386.1275	329.7969	6.9996	5	2139	15.366568914956	1	0	1	10	OM8	100	3_48_34_7_7	1	0	3	20	(3:5)_(3:5a)_(5:3)_(6:2)_(5:3)_(4:4aCO)	1271	178850	180555	OM	4.34867619168461	0	2.99083369487245	9.71757545255598	4.01887352719031	69.6217858812529	69.2693782141188	90.2588826554465	77.0913744740533	1.63618513323983	0.0625	0.0432	0.1077	0.0521	0	0	0	0	0	0	0	0	6:2/2:6 Segment	single	30_150	IC	
1152	20	0	40	2:6	3	1	102496	102506	102506	102536	14	428.1625	351.5178	371.1862	384.2081	13.465	6	3387	0.915750915750916	1	0	0	9	OM2	101	4_3_8_48_8_3	1	1	3	31	3:5_2:6_3:5a_3:5b_4:4ai_5:3	981	101348.5	103532.5	OM	70.6311795005888	1.2358	51.4146127500196	39.317497320989	48.9184188088618	5.0565397106584	4.15137643932684	4.38365751402421	4.53744434602893	0.159019781517567	13.9683	12.385	8.9691	10.7811	7.7714	0	1	0	0	1	0	0	6:2/2:6 Segment	single	30_150	CN4	
1158	52	0	104	6:2	1	1	329482	329573	329573	329586	4	135.0696	115.7741	137.749	205.4507	0.88	3	1839	5.3388090349076	1	0	0	11	OM3	101	2_1_1	1	1	1	3	5:3_6:2_5:3	109	329095.5	330069.5	OM	11.4976453878407	0	10.9260803259321	12.9654691285932	2.16624035423289	7.63852006525285	6.54731179989125	7.79004676454595	11.6187454051115	0.0497661772702556	1.5052	1.6688	1.6644	0.1864	0	0	1	0	0	1	0	0	6:2/2:6 Segment	single	30_150	IN	
1160	1108	693	1522	(6:2)	12	8	90720	91277	91970	92242	27	304.3832	385.3531	266.1102	472.3001	5.3298	7	2825	45.004061738424	3	0	1	9	OM7	101	12_78_78_78_8_7_7	1	0	1	12	(6:2)_(4:4aCO)_(6:2)_(4:4a)_(5:3)_(6:2)_(5:3)_(4:4a)	2100	90998.75	93460.75	OM	4.63574723479196	0	3.75592138197587	2.88071525509819	4.06598963002308	163.989816070796	207.613245380531	143.369813946903	254.456903433628	2.8714887079646	0.0283	0.0181	0.0201	0.016	0	0	0	0	0	0	0	0	6:2/2:6 Segment	multi	500_750	AC	
1162	96	22	170	(6:2)	78	4	92829	92944	92966	92999	27	304.3832	385.3531	266.1102	472.3001	5.3298	7	2825	3.89926888708367	3	0	1	9	OM7	101	12_78_78_78_8_7_7	1	0	1	12	(6:2)_(4:4aCO)_(6:2)_(4:4a)_(5:3)_(6:2)_(5:3)_(4:4a)	2100	90998.75	93460.75	OM	90.2370314725296	1.0102	96.7566358057345	84.0136433987192	14.8042596399738	18.3168651327434	23.1893900884956	16.0137111504425	28.4215989380531	0.320731327433628	4.9264	4.1725	5.2464	0.5209	3.1497	0	1	0	0	0	0	0	6:2/2:6 Segment	multi	30_150	AC	
1165	6	0	12	(6:2)	7	1	93207	93215	93215	93219	27	304.3832	385.3531	266.1102	472.3001	5.3298	7	2825	0.24370430544273	3	0	1	9	OM7	101	12_78_78_78_8_7_7	1	0	1	12	(6:2)_(4:4aCO)_(6:2)_(4:4a)_(5:3)_(6:2)_(5:3)_(4:4a)	2100	90998.75	93460.75	OM	0.87521659483946	0	1.54317856407786	1.06292701697609	0.250685676643159	1.29295518584071	1.63689812389381	1.13037961061947	2.00623051327434	0.0226398584070796	0.6769	0.9427	0.9403	0.125	0	0	1	0	0	0	0	0	6:2/2:6 Segment	multi	<30	IC	
1168	162	0	324	(6:2)	34	1	378618	378642	378642	378942	3	2.2473	1.1388	2.4155	2.0924	0	2	707	41.9689119170984	1	0	1	8	OM1	102	3456_34	1	0	1	12	(4:4aCO)_(6:2)_(4:4a)	64	378406.25	378792.25	OM	1.77874019497487	0	0.48611925210127	1.2017566678242	1.13978954496096	1.02988005657709	0.5218828854314	1.10696181046676	0.958893352192362	0	1.7271	0.9315	1.0856	1.1887	0	0	0	0	0	0	0	0	6:2/2:6 Segment	single	30_150	AC	
1170	1111	849	1373	(6:2)	1	2	136762	137266	138115	138135	7	343.3305	289.4085	358.4484	821.7659	11.1868	4	2132	58.3508403361345	2	0	1	9	OM2	102	2_1_3_3	1	0	2	32	(5:3)_(6:2)_(5:3a)_(6:2)_(4:4aCO)	1675	136395.25	138299.25	OM	19.3160802604837	0.0516	12.5839870344874	23.507220606357	38.6540107503311	221.103553705441	186.3779880394	230.839424577861	529.214156050657	7.20425722326454	0.0874	0.0675	0.1018	0.073	0.0072	0	0	0	0	1	0	0	6:2/2:6 Segment	multi	750_1000	CC1	
1172	26	0	52	(6:2)	3	1	138253	138293	138293	138305	7	343.3305	289.4085	358.4484	821.7659	11.1868	4	2132	1.36554621848739	2	0	1	9	OM2	102	2_1_3_3	1	0	2	32	(5:3)_(6:2)_(5:3a)_(6:2)_(4:4aCO)	1675	136395.25	138299.25	OM	53.0920389895134	0.08	62.282378770607	68.6358590545968	663.447445902832	8.37391463414634	7.05874390243902	8.74264390243902	20.0430707317073	0.272848780487805	6.3402	8.8234	7.8507	33.1011	0.2932	0	1	0	0	1	0	0	6:2/2:6 Segment	multi	30_150	AC	
1173	252	140	364	(2:6)	34	3	355110	355272	355412	355474	4	222.452	279.084	231.1696	330.2675	7.3994	2	424	80.2547770700637	1	0	1	11	OM3	102	34_2	1	0	1	10	(2:6)_(3:5)_(4:4aCO)	203	355190.75	355504.75	OM	211.99946471593	7.3994	259.230492998775	221.634536083641	315.126500531987	190.972943396226	239.590981132075	198.456920754717	283.531533018868	6.35231509433962	1.1101	1.082	1.1168	1.1114	1.1648	0	1	0	0	1	0	0	6:2/2:6 Segment	single	30_150	AC	
1176	612	189	1034	(6:2)	4	2	369378	369689	369878	370412	3	678.1121	745.4844	741.9751	300.9826	21.8062	2	2098	47.0769230769231	1	0	1	11	OM5	102	3_4	1	0	1	7	(5:3)_(6:2)_(4:4aCO)	501	368845.25	370145.25	OM	592.216259133281	19.7746	674.412943273974	646.438564538589	163.351028350279	334.207774737846	367.412235271687	365.682675595806	148.339374833174	10.7471929456625	1.772	1.8356	1.7678	1.1012	1.84	0	1	0	0	0	0	0	6:2/2:6 Segment	single	150_300	AC	
1178	456	0	913	(6:2)	56	1	370652	370874	370874	371565	5	39.2813	46.448	47.0822	25.6368	0.166	2	1686	42.4581005586592	1	0	0	11	OM6	102	5678_56	2	2	0	3	(4:4aCO)_(6:2)_(4:4CO)	463	370145.25	371219.25	OM	28.795026069233	0.166	35.7789771018783	24.8808139745825	18.8587453383074	21.2715462040332	25.1524460260973	25.4958769869514	13.8827985765125	0.0898920521945433	1.3537	1.4225	0.9759	1.3584	1.8467	0	1	0	0	1	0	0	6:2/2:6 Segment	single	30_150	AN	
1179	2672	0	5344	(2:6)	12	1	149388	152355	152355	154732	1	345.9878	344.6219	301.0113	105.0569	3.388	1	5343	100	1	0	1	11	OM4	103	12	1	0	1	16	(2:6)_(4:4aCO)	1	150871.5	153543.5	OM	345.987823578832	3.388	344.621940759087	301.011289148306	105.05690521445	346.05255534344	344.686399700543	301.067637507019	105.076562530414	3.38863410069249	0.9998	0.9998	0.9998	0.9998	0.9998	0	2	0	2045.5	1	0	0	6:2/2:6 Segment	single	30_150	AC	
1180	996	0	1992	(2:6)	34	1	477203	477776	477776	479195	1	655.5756	662.0081	814.463	1128.2686	12.9954	1	1991	100	1	0	1	11	OM5	103	34	1	0	1	16	(2:6)_(4:4aCO)	1	477489.5	478485.5	OM	655.575639040175	12.9954	662.008100186094	814.462950716521	1128.26860745936	655.904869512808	662.340600301356	814.872072325465	1128.83528437971	13.0019270718232	0.9995	0.9995	0.9995	0.9995	0.9995	0	2	0	957	2	0	728	6:2/2:6 Segment	single	30_150	AC	
1181	209	81	337	(6:2)	34	4	469355	469480	469561	469692	4	317.6994	332.6363	301.8068	293.4343	8.7518	1	336	100	1	0	1	11	OM6	103	34	1	0	1	15	(6:2)_(4:4aCO)	82	469417.5	469626.5	OM	317.699422887069	8.7518	332.636300507741	301.806759042539	293.434286801454	318.644933928571	333.626288988095	302.70503452381	294.307616369048	8.77784702380952	0.997	0.997	0.997	0.997	0.997	0	1	0	0	0	0	0	6:2/2:6 Segment	single	30_150	AC	
1183	142	42	241	(6:2)	12	3	348689	348750	348792	348930	7	160.2816	155.7709	189.1109	742.5574	4.3938	2	978	23.4323432343234	1	0	1	10	OM8	103	1256_12	1	0	1	12	(4:4aCO)_(6:2)_(4:4a)	233	348255.25	348861.25	OM	153.984707473271	4.3938	150.639954165036	176.33496112726	733.465375874744	39.4967950920245	38.3852626789366	46.6009477505112	182.98193599182	1.08272576687117	3.8987	3.9244	3.7839	4.0084	4.0581	0	1	0	0	1	0	0	6:2/2:6 Segment	single	30_150	AC	
1187	777	526	1028	(6:2)	1	4	511654	511765	512291	512682	12	289.2927	316.9294	233.0248	145.59	2.928	4	1929	45.1219512195122	1	0	1	8	OM1	104	2_2_2_1	1	0	1	12	(5:3)_(4:4)_(5:3)_(6:2)_(4:4aCO)	1514	510764.75	512486.75	OM	286.93240879872	2.928	315.628528254595	232.16598536109	144.057134291542	154.169463763608	168.897575531363	124.183252669777	77.5876205287714	1.56038569206843	1.8611	1.8688	1.8695	1.8567	1.8765	0	1	0	0	1	0	0	6:2/2:6 Segment	single	500_750	AC	
1191	424	72	776	(6:2)	1	2	382357	382980	383052	383133	12	755.0962	840.7965	665.1454	733.8179	40.8736	6	2647	18.6537615486142	1	0	0	11	OM3	104	156_2_2_1_56_5	2	2	0	3	(5:3)_(4:4aCO)_(5:3)_(6:2)_(4:4CO)_(5:3a)_(4:4)	1899	381349	383622	OM	168.04898804095	5.2242	151.259206076509	115.049671986804	110.234474748248	221.365565243672	246.48964261428	194.995402493389	215.127574763884	11.9825891953155	0.7591	0.6137	0.59	0.5124	0.436	0	1	0	0	1	0	0	6:2/2:6 Segment	single	30_150	AN	
1198	556	0	1113	(2:6)	7	1	178160	178629	178629	179273	13	584.0893	702.7257	571.283	1519.948	21.1152	5	4097	15.1086956521739	1	0	1	9	OM7	104	7_12_8_8_7	1	0	3	20	(5:3)_(3:5)_(4:4aCO)_(3:5)_(2:6)_(4:4a)	3262	175271.25	178951.25	OM	25.3239670664766	0.1032	20.0429168181178	31.6393574453731	22.5255985557981	158.674979472785	190.904003929705	155.195991945326	412.912405174518	5.73620151330242	0.1596	0.105	0.2039	0.0546	0.018	0	0	0	0	0	0	0	6:2/2:6 Segment	single	30_150	IC	Phasing reveals incompatibility
1199	92	0	183	2:6	56	1	516468	516616	516616	516651	9	2109.6741	1707.2029	1522.6196	308.4118	109.112	4	867	14.2857142857143	2	0	0	8	OM1	105	56_5_5_5	1	1	1	8	2:6_3:5_2:6_3:5	421	516542	517186	OM	330.296440342781	14.5642	212.030814233179	334.697383730066	133.806931087793	445.294533217993	360.343864705882	321.383375778547	65.0973003460208	23.0305605536332	0.7417	0.5884	1.0414	2.0555	0.6324	0	1	0	0	1	0	0	6:2/2:6 Segment	multi	30_150	AN	
1201	144	32	257	2:6	5	3	516651	516779	516811	516908	9	2109.6741	1707.2029	1522.6196	308.4118	109.112	4	867	22.360248447205	2	0	0	8	OM1	105	56_5_5_5	1	1	1	8	2:6_3:5_2:6_3:5	421	516542	517186	OM	203.611488895743	2.8784	169.613708702144	177.286164282567	91.2874992555911	625.358989273356	506.056684313725	451.341680738178	91.4207988465975	32.3434648212226	0.3256	0.3352	0.3928	0.9985	0.089	0	1	0	0	1	0	0	6:2/2:6 Segment	multi	30_150	IN	
1208	48	0	96	(6:2a)	4	1	268483	268526	268526	268579	9	2050.0137	2166.4748	2800.4458	3917.6367	115.1758	7	1584	4.57142857142857	2	0	1	9	OM2	105	1278_1_1_13_1_4_4	2	1	0	2	(4:4aCO)_(5:3)_(4:4a)_(6:2i)_(5:3a)_(6:2a)_(5:3a)_(4:4a)	515	267969.75	269019.75	OM	710.668373153114	50.3566	774.194421117321	831.486586577002	2198.81338669213	124.243254545455	131.301503030303	169.723987878788	237.432527272727	6.98035151515151	5.72	5.8963	4.8991	9.2608	7.214	0	1	0	0	1	0	0	6:2/2:6 Segment	multi	30_150	IC	
