SID	len_mid	len_min	len_max	type	Sp_Aff	seg_SNPs	start5	start3	stop5	stop3	event_snp	LocalEventHpM_NWT	LocalEventHpM_Ntel	LocalEventHpM_Ntkd	LocalEventHpM_SFA	LocalEventHpM_DC	total_nb_seg	Event_len_max	Event_len_mid	Event_len_min	nb_62_seg	LCO	chr	Meiosis	EID	EventSpAff	LSB	LNCO	groupe	classe	Event_type	debut	fin
1091	279	0	558	(5:3)	8	1	279897	280350	280350	280455	6	397.7351	405.4612	416.8117	657.1186	7.4608	6	2232	1938	1643	1	1	8	OM7	96	8_8_8_7_7_34	1	0	3	20	(5:3)_(4:4)_(5:3)_(6:2)_(5:3)_(3:5)_(4:4aCO)	279409.25	281347.25
1092	134	0	269	(6:2)	7	1	280350	280455	280455	280619	6	397.7351	405.4612	416.8117	657.1186	7.4608	6	2232	1938	1643	1	1	8	OM7	96	8_8_8_7_7_34	1	0	3	20	(5:3)_(4:4)_(5:3)_(6:2)_(5:3)_(3:5)_(4:4aCO)	279409.25	281347.25
1093	404	0	809	(5:3)	7	1	280455	280619	280619	281264	6	397.7351	405.4612	416.8117	657.1186	7.4608	6	2232	1938	1643	1	1	8	OM7	96	8_8_8_7_7_34	1	0	3	20	(5:3)_(4:4)_(5:3)_(6:2)_(5:3)_(3:5)_(4:4aCO)	279409.25	281347.25
1094	406	0	811	(3:5)	34	1	280619	281264	281264	281430	6	397.7351	405.4612	416.8117	657.1186	7.4608	6	2232	1938	1643	1	1	8	OM7	96	8_8_8_7_7_34	1	0	3	20	(5:3)_(4:4)_(5:3)_(6:2)_(5:3)_(3:5)_(4:4aCO)	279409.25	281347.25
1095	694	                      382	1007	(3:5)	2	6	140649	140994	141376	141656	16	226.3298	233.8784	265.2119	713.7234	1.215	4	2900	2328	1756	1	1	10	OM9	96	2_78_1_12	1	0	3	20	(3:5)_(5:3)_(4:4aCO)_(6:2)_(4:4a)	140821.5	143149.5
1096	723	566	880	(5:3)	78	5	141376	141656	142222	142256	16	226.3298	233.8784	265.2119	713.7234	1.215	4	2900	2328	1756	1	1	10	OM9	96	2_78_1_12	1	0	3	20	(3:5)_(5:3)_(4:4aCO)_(6:2)_(4:4a)	140821.5	143149.5
1097	44	3	85	(4:4aCO)	1	2	142222	142256	142259	142307	16	226.3298	233.8784	265.2119	713.7234	1.215	4	2900	2328	1756	1	1	10	OM9	96	2_78_1_12	1	0	3	20	(3:5)_(5:3)_(4:4aCO)_(6:2)_(4:4a)	140821.5	143149.5
1098	866	442	1291	(6:2)	12	3	142259	142307	142749	143550	16	226.3298	233.8784	265.2119	713.7234	1.215	4	2900	2328	1756	1	1	10	OM9	96	2_78_1_12	1	0	3	20	(3:5)_(5:3)_(4:4aCO)_(6:2)_(4:4a)	140821.5	143149.5
1099	265	                      25	505	5:3	3	2	483502	483796	483821	484007	6	491.3958	393.8446	427.8246	268.751	8.9038	3	2019	1157	295	1	0	8	OM2	97	3_4_4	1	1	1	3	5:3_6:2_5:3	483649	484806
1100	101	0	202	6:2	4	1	483821	484007	484007	484023	6	491.3958	393.8446	427.8246	268.751	8.9038	3	2019	1157	295	1	0	8	OM2	97	3_4_4	1	1	1	3	5:3_6:2_5:3	483649	484806
1101	791	67	1515	5:3	4	3	484007	484023	484090	485522	6	491.3958	393.8446	427.8246	268.751	8.9038	3	2019	1157	295	1	0	8	OM2	97	3_4_4	1	1	1	3	5:3_6:2_5:3	483649	484806
1102	498	0	997	(6:2)	34	1	555723	556159	556159	556720	1	57.3254	50.2467	50.8747	85.6777	0.2174	1	996	498	1	1	1	10	OM4	97	34	1	0	1	15	(6:2)_(4:4aCO)	555941.25	556439.25
1103	418	0	835	(6:2)	34	1	19020	19563	19563	19855	1	35.5856	34.8995	26.7227	26.8864	0.166	1	834	418	1	1	1	11	OM5	97	34	1	0	1	15	(6:2)_(4:4aCO)	19291.25	19709.25
1104	244	                      0	489	(3:5)	8	1	372612	372964	372964	373101	31	773.2758	733.0859	595.6201	830.9555	24.2542	11	4708	4520	4331	4	1	8	OM7	97	8_7_7_4_47_7_25_7_5_6_1	2	1	0	2	(3:5)_(2:6)_(3:5)_(4:4ai)_(2:6)_(3:5)_(3:5a)_(2:6ai)_(3:5b)_(2:6bi)_(3:5c)_(4:4bCO)	372787.75	377307.75
1105	296	0	591	(2:6)	7	1	372964	373101	373101	373555	31	773.2758	733.0859	595.6201	830.9555	24.2542	11	4708	4520	4331	4	1	8	OM7	97	8_7_7_4_47_7_25_7_5_6_1	2	1	0	2	(3:5)_(2:6)_(3:5)_(4:4ai)_(2:6)_(3:5)_(3:5a)_(2:6ai)_(3:5b)_(2:6bi)_(3:5c)_(4:4bCO)	372787.75	377307.75
1106	316	0	631	(3:5)	7	1	373101	373555	373555	373732	31	773.2758	733.0859	595.6201	830.9555	24.2542	11	4708	4520	4331	4	1	8	OM7	97	8_7_7_4_47_7_25_7_5_6_1	2	1	0	2	(3:5)_(2:6)_(3:5)_(4:4ai)_(2:6)_(3:5)_(3:5a)_(2:6ai)_(3:5b)_(2:6bi)_(3:5c)_(4:4bCO)	372787.75	377307.75
1107	776	333	1219	(4:4ai)	4	3	373555	373732	374065	374774	31	773.2758	733.0859	595.6201	830.9555	24.2542	11	4708	4520	4331	4	1	8	OM7	97	8_7_7_4_47_7_25_7_5_6_1	2	1	0	2	(3:5)_(2:6)_(3:5)_(4:4ai)_(2:6)_(3:5)_(3:5a)_(2:6ai)_(3:5b)_(2:6bi)_(3:5c)_(4:4bCO)	372787.75	377307.75
1108	507	20	994	(2:6)	47	3	374065	374774	374794	375059	31	773.2758	733.0859	595.6201	830.9555	24.2542	11	4708	4520	4331	4	1	8	OM7	97	8_7_7_4_47_7_25_7_5_6_1	2	1	0	2	(3:5)_(2:6)_(3:5)_(4:4ai)_(2:6)_(3:5)_(3:5a)_(2:6ai)_(3:5b)_(2:6bi)_(3:5c)_(4:4bCO)	372787.75	377307.75
1109	527	162	892	(3:5)	7	3	374794	375059	375221	375686	31	773.2758	733.0859	595.6201	830.9555	24.2542	11	4708	4520	4331	4	1	8	OM7	97	8_7_7_4_47_7_25_7_5_6_1	2	1	0	2	(3:5)_(2:6)_(3:5)_(4:4ai)_(2:6)_(3:5)_(3:5a)_(2:6ai)_(3:5b)_(2:6bi)_(3:5c)_(4:4bCO)	372787.75	377307.75
1110	269	17	521	(3:5a)	25	2	375221	375686	375703	375742	31	773.2758	733.0859	595.6201	830.9555	24.2542	11	4708	4520	4331	4	1	8	OM7	97	8_7_7_4_47_7_25_7_5_6_1	2	1	0	2	(3:5)_(2:6)_(3:5)_(4:4ai)_(2:6)_(3:5)_(3:5a)_(2:6ai)_(3:5b)_(2:6bi)_(3:5c)_(4:4bCO)	372787.75	377307.75
1111	61	0	122	(2:6ai)	7	1	375703	375742	375742	375825	31	773.2758	733.0859	595.6201	830.9555	24.2542	11	4708	4520	4331	4	1	8	OM7	97	8_7_7_4_47_7_25_7_5_6_1	2	1	0	2	(3:5)_(2:6)_(3:5)_(4:4ai)_(2:6)_(3:5)_(3:5a)_(2:6ai)_(3:5b)_(2:6bi)_(3:5c)_(4:4bCO)	372787.75	377307.75
1112	195	118	272	(3:5b)	5	3	375742	375825	375943	376014	31	773.2758	733.0859	595.6201	830.9555	24.2542	11	4708	4520	4331	4	1	8	OM7	97	8_7_7_4_47_7_25_7_5_6_1	2	1	0	2	(3:5)_(2:6)_(3:5)_(4:4ai)_(2:6)_(3:5)_(3:5a)_(2:6ai)_(3:5b)_(2:6bi)_(3:5c)_(4:4bCO)	372787.75	377307.75
1113	549	463	635	(2:6bi)	6	6	375943	376014	376477	376578	31	773.2758	733.0859	595.6201	830.9555	24.2542	11	4708	4520	4331	4	1	8	OM7	97	8_7_7_4_47_7_25_7_5_6_1	2	1	0	2	(3:5)_(2:6)_(3:5)_(4:4ai)_(2:6)_(3:5)_(3:5a)_(2:6ai)_(3:5b)_(2:6bi)_(3:5c)_(4:4bCO)	372787.75	377307.75
1114	780	716	844	(3:5c)	1	7	376477	376578	377294	377321	31	773.2758	733.0859	595.6201	830.9555	24.2542	11	4708	4520	4331	4	1	8	OM7	97	8_7_7_4_47_7_25_7_5_6_1	2	1	0	2	(3:5)_(2:6)_(3:5)_(4:4ai)_(2:6)_(3:5)_(3:5a)_(2:6ai)_(3:5b)_(2:6bi)_(3:5c)_(4:4bCO)	372787.75	377307.75
1115	842	                      141	1542	(5:3)	5	2	120445	121477	121618	121987	7	1860.0822	1919.6726	2195.6087	1866.3826	70.004	3	2402	1790	1179	1	1	8	OM1	98	5_12_126	1	0	3	20	(5:3)_(3:5)_(6:2)_(4:4aCO)	120961.25	122751.25
1116	598	182	1015	(3:5)	12	2	121618	121987	122169	122633	7	1860.0822	1919.6726	2195.6087	1866.3826	70.004	3	2402	1790	1179	1	1	8	OM1	98	5_12_126	1	0	3	20	(5:3)_(3:5)_(6:2)_(4:4aCO)	120961.25	122751.25
1117	350	22	679	(6:2)	126	3	122169	122633	122655	122848	7	1860.0822	1919.6726	2195.6087	1866.3826	70.004	3	2402	1790	1179	1	1	8	OM1	98	5_12_126	1	0	3	20	(5:3)_(3:5)_(6:2)_(4:4aCO)	120961.25	122751.25
1118	866	                      0	1731	3:5	5	1	503996	505427	505427	505727	7	68.4256	71.484	137.9897	80.8267	0.869	3	2270	1518	766	1	0	8	OM2	98	5_6_5	1	1	2	20	3:5_2:6_3:5a	504711.5	506229.5
1119	174	0	349	2:6	6	1	505427	505727	505727	505776	7	68.4256	71.484	137.9897	80.8267	0.869	3	2270	1518	766	1	0	8	OM2	98	5_6_5	1	1	2	20	3:5_2:6_3:5a	504711.5	506229.5
1120	478	416	540	3:5a	5	5	505727	505776	506192	506267	7	68.4256	71.484	137.9897	80.8267	0.869	3	2270	1518	766	1	0	8	OM2	98	5_6_5	1	1	2	20	3:5_2:6_3:5a	504711.5	506229.5
1121	275	                      124	426	(2:6)	78	6	91825	92069	92193	92251	14	323.9229	414.5399	341.3986	417.3886	8.3546	2	1122	692	262	1	1	11	OM5	98	78_78	1	0	1	12	(2:6)_(4:4)_(4:4aCO)	91947	92639
1122	417	79	755	(4:4)	78	8	92193	92251	92330	92948	14	323.9229	414.5399	341.3986	417.3886	8.3546	2	1122	692	262	1	1	11	OM5	98	78_78	1	0	1	12	(2:6)_(4:4)_(4:4aCO)	91947	92639
1123	306	                      130	481	(3:5)	3	2	263873	263933	264063	264354	18	726.7659	727.685	763.5487	221.9258	20.223	5	1832	1711	1590	1	1	11	OM6	98	3_3_3_34_3	1	0	2	31	(3:5)_(4:4)_(3:5)_(3:5a)_(2:6)_(4:4aCO)	263903	265614
1124	174	18	330	(4:4)	3	3	264063	264354	264372	264393	18	726.7659	727.685	763.5487	221.9258	20.223	5	1832	1711	1590	1	1	11	OM6	98	3_3_3_34_3	1	0	2	31	(3:5)_(4:4)_(3:5)_(3:5a)_(2:6)_(4:4aCO)	263903	265614
1125	180	120	239	(3:5)	3	3	264372	264393	264513	264611	18	726.7659	727.685	763.5487	221.9258	20.223	5	1832	1711	1590	1	1	11	OM6	98	3_3_3_34_3	1	0	2	31	(3:5)_(4:4)_(3:5)_(3:5a)_(2:6)_(4:4aCO)	263903	265614
1126	134	33	234	(3:5a)	34	2	264513	264611	264644	264747	18	726.7659	727.685	763.5487	221.9258	20.223	5	1832	1711	1590	1	1	11	OM6	98	3_3_3_34_3	1	0	2	31	(3:5)_(4:4)_(3:5)_(3:5a)_(2:6)_(4:4aCO)	263903	265614
1127	918	775	1062	(2:6)	3	8	264644	264747	265522	265706	18	726.7659	727.685	763.5487	221.9258	20.223	5	1832	1711	1590	1	1	11	OM6	98	3_3_3_34_3	1	0	2	31	(3:5)_(4:4)_(3:5)_(3:5a)_(2:6)_(4:4aCO)	263903	265614
1128	404	231	576	(6:2)	34	3	195826	195949	196180	196402	3	1.7611	0.9576	1.7502	2.2194	0	1	575	404	232	1	1	8	OM1	99	34	1	0	1	15	(6:2)_(4:4aCO)	195887.25	196291.25
1129	192	                      96	289	(3:5)	2	6	35774	35955	36051	36063	51	535.7775	598.2932	828.5473	606.8241	17.54	10	3469	2368	1268	3	1	9	OM2	99	2_1_2_2_2_1_2_2_2_1	1	0	2	32	(3:5)_(2:6)_(3:5a)_(2:6)_(3:5a)_(4:4)_(3:5)_(4:4)_(3:5)_(2:6)_(4:4aCO)	35864.75	38232.75
1130	13	0	26	(2:6)	1	1	36051	36063	36063	36077	51	535.7775	598.2932	828.5473	606.8241	17.54	10	3469	2368	1268	3	1	9	OM2	99	2_1_2_2_2_1_2_2_2_1	1	0	2	32	(3:5)_(2:6)_(3:5a)_(2:6)_(3:5a)_(4:4)_(3:5)_(4:4)_(3:5)_(2:6)_(4:4aCO)	35864.75	38232.75
1131	174	145	204	(3:5a)	2	5	36063	36077	36222	36267	51	535.7775	598.2932	828.5473	606.8241	17.54	10	3469	2368	1268	3	1	9	OM2	99	2_1_2_2_2_1_2_2_2_1	1	0	2	32	(3:5)_(2:6)_(3:5a)_(2:6)_(3:5a)_(4:4)_(3:5)_(4:4)_(3:5)_(2:6)_(4:4aCO)	35864.75	38232.75
1132	42	10	74	(2:6)	2	2	36222	36267	36277	36296	51	535.7775	598.2932	828.5473	606.8241	17.54	10	3469	2368	1268	3	1	9	OM2	99	2_1_2_2_2_1_2_2_2_1	1	0	2	32	(3:5)_(2:6)_(3:5a)_(2:6)_(3:5a)_(4:4)_(3:5)_(4:4)_(3:5)_(2:6)_(4:4aCO)	35864.75	38232.75
1133	66	21	112	(3:5a)	2	2	36277	36296	36317	36389	51	535.7775	598.2932	828.5473	606.8241	17.54	10	3469	2368	1268	3	1	9	OM2	99	2_1_2_2_2_1_2_2_2_1	1	0	2	32	(3:5)_(2:6)_(3:5a)_(2:6)_(3:5a)_(4:4)_(3:5)_(4:4)_(3:5)_(2:6)_(4:4aCO)	35864.75	38232.75
1134	444	403	484	(4:4)	1	22	36317	36389	36792	36801	51	535.7775	598.2932	828.5473	606.8241	17.54	10	3469	2368	1268	3	1	9	OM2	99	2_1_2_2_2_1_2_2_2_1	1	0	2	32	(3:5)_(2:6)_(3:5a)_(2:6)_(3:5a)_(4:4)_(3:5)_(4:4)_(3:5)_(2:6)_(4:4aCO)	35864.75	38232.75
1135	70	59	80	(3:5)	2	4	36792	36801	36860	36872	51	535.7775	598.2932	828.5473	606.8241	17.54	10	3469	2368	1268	3	1	9	OM2	99	2_1_2_2_2_1_2_2_2_1	1	0	2	32	(3:5)_(2:6)_(3:5a)_(2:6)_(3:5a)_(4:4)_(3:5)_(4:4)_(3:5)_(2:6)_(4:4aCO)	35864.75	38232.75
1136	30	0	61	(4:4)	2	1	36860	36872	36872	36921	51	535.7775	598.2932	828.5473	606.8241	17.54	10	3469	2368	1268	3	1	9	OM2	99	2_1_2_2_2_1_2_2_2_1	1	0	2	32	(3:5)_(2:6)_(3:5a)_(2:6)_(3:5a)_(4:4)_(3:5)_(4:4)_(3:5)_(2:6)_(4:4aCO)	35864.75	38232.75
1137	50	0	99	(3:5)	2	1	36872	36921	36921	36971	51	535.7775	598.2932	828.5473	606.8241	17.54	10	3469	2368	1268	3	1	9	OM2	99	2_1_2_2_2_1_2_2_2_1	1	0	2	32	(3:5)_(2:6)_(3:5a)_(2:6)_(3:5a)_(4:4)_(3:5)_(4:4)_(3:5)_(2:6)_(4:4aCO)	35864.75	38232.75
1138	1287	251	2323	(2:6)	1	7	36921	36971	37222	39244	51	535.7775	598.2932	828.5473	606.8241	17.54	10	3469	2368	1268	3	1	9	OM2	99	2_1_2_2_2_1_2_2_2_1	1	0	2	32	(3:5)_(2:6)_(3:5a)_(2:6)_(3:5a)_(4:4)_(3:5)_(4:4)_(3:5)_(2:6)_(4:4aCO)	35864.75	38232.75
1139	667	0	1334	(6:2)	78	1	185334	185846	185846	186668	1	70.5703	55.5357	68.4337	16.8472	0.5456	1	1333	667	1	1	1	11	OM3	99	78	1	0	1	15	(6:2)_(4:4aCO)	185590	186257
1140	341	                      293	389	3:5	3	3	723948	724020	724313	724337	6	90.2732	99.7149	79.4226	20.7762	0.541	3	692	596	500	1	0	10	OM4	99	3_4_3	1	1	2	20	3:5_2:6_3:5a	723984	724580
1141	42	0	84	2:6	4	1	724313	724337	724337	724397	6	90.2732	99.7149	79.4226	20.7762	0.541	3	692	596	500	1	0	10	OM4	99	3_4_3	1	1	2	20	3:5_2:6_3:5a	723984	724580
1142	213	122	304	3:5a	3	2	724337	724397	724519	724641	6	90.2732	99.7149	79.4226	20.7762	0.541	3	692	596	500	1	0	10	OM4	99	3_4_3	1	1	2	20	3:5_2:6_3:5a	723984	724580
1143	1051	                      511	1591	(4:4aCO)	1278	4	148569	149059	149570	150160	10	186.5723	215.0026	159.0736	434.4256	3.1874	3	2480	2068	1656	1	1	10	OM8	99	1278_12_2	1	0	1	12	(4:4aCO)_(2:6)_(3:5)_(4:4a)	148814	150882
1144	404	0	809	(2:6)	12	1	149570	150160	150160	150379	10	186.5723	215.0026	159.0736	434.4256	3.1874	3	2480	2068	1656	1	1	10	OM8	99	1278_12_2	1	0	1	12	(4:4aCO)_(2:6)_(3:5)_(4:4a)	148814	150882
1145	612	335	890	(3:5)	2	5	150160	150379	150714	151050	10	186.5723	215.0026	159.0736	434.4256	3.1874	3	2480	2068	1656	1	1	10	OM8	99	1278_12_2	1	0	1	12	(4:4aCO)_(2:6)_(3:5)_(4:4a)	148814	150882
1146	493	                      0	986	(3:5)	3	1	178616	179084	179084	179602	8	297.842	296.3344	386.1275	329.7969	6.9996	5	2139	1705	1271	1	1	10	OM8	100	3_48_34_7_7	1	0	3	20	(3:5)_(3:5a)_(5:3)_(6:2)_(5:3)_(4:4aCO)	178850	180555
1147	332	0	665	(3:5a)	48	1	179084	179602	179602	179749	8	297.842	296.3344	386.1275	329.7969	6.9996	5	2139	1705	1271	1	1	10	OM8	100	3_48_34_7_7	1	0	3	20	(3:5)_(3:5a)_(5:3)_(6:2)_(5:3)_(4:4aCO)	178850	180555
1148	266	0	532	(5:3)	34	1	179602	179749	179749	180134	8	297.842	296.3344	386.1275	329.7969	6.9996	5	2139	1705	1271	1	1	10	OM8	100	3_48_34_7_7	1	0	3	20	(3:5)_(3:5a)_(5:3)_(6:2)_(5:3)_(4:4aCO)	178850	180555
1149	262	24	500	(6:2)	7	2	179749	180134	180158	180249	8	297.842	296.3344	386.1275	329.7969	6.9996	5	2139	1705	1271	1	1	10	OM8	100	3_48_34_7_7	1	0	3	20	(3:5)_(3:5a)_(5:3)_(6:2)_(5:3)_(4:4aCO)	178850	180555
1150	352	105	598	(5:3)	7	3	180158	180249	180354	180756	8	297.842	296.3344	386.1275	329.7969	6.9996	5	2139	1705	1271	1	1	10	OM8	100	3_48_34_7_7	1	0	3	20	(3:5)_(3:5a)_(5:3)_(6:2)_(5:3)_(4:4aCO)	178850	180555
1151	1152	                      249	2056	3:5	4	5	100450	102247	102496	102506	14	428.1625	351.5178	371.1862	384.2081	13.465	6	3387	2184	981	1	0	9	OM2	101	4_3_8_48_8_3	1	1	3	31	3:5_2:6_3:5a_3:5b_4:4ai_5:3	101348.5	103532.5
1152	20	0	40	2:6	3	1	102496	102506	102506	102536	14	428.1625	351.5178	371.1862	384.2081	13.465	6	3387	2184	981	1	0	9	OM2	101	4_3_8_48_8_3	1	1	3	31	3:5_2:6_3:5a_3:5b_4:4ai_5:3	101348.5	103532.5
1153	46	0	91	3:5a	8	1	102506	102536	102536	102597	14	428.1625	351.5178	371.1862	384.2081	13.465	6	3387	2184	981	1	0	9	OM2	101	4_3_8_48_8_3	1	1	3	31	3:5_2:6_3:5a_3:5b_4:4ai_5:3	101348.5	103532.5
1154	505	414	596	3:5b	48	4	102536	102597	103011	103132	14	428.1625	351.5178	371.1862	384.2081	13.465	6	3387	2184	981	1	0	9	OM2	101	4_3_8_48_8_3	1	1	3	31	3:5_2:6_3:5a_3:5b_4:4ai_5:3	101348.5	103532.5
1155	73	0	146	4:4ai	8	1	103011	103132	103132	103157	14	428.1625	351.5178	371.1862	384.2081	13.465	6	3387	2184	981	1	0	9	OM2	101	4_3_8_48_8_3	1	1	3	31	3:5_2:6_3:5a_3:5b_4:4ai_5:3	101348.5	103532.5
1156	388	70	706	5:3	3	2	103132	103157	103227	103838	14	428.1625	351.5178	371.1862	384.2081	13.465	6	3387	2184	981	1	0	9	OM2	101	4_3_8_48_8_3	1	1	3	31	3:5_2:6_3:5a_3:5b_4:4ai_5:3	101348.5	103532.5
1157	432	                      0	864	5:3	2	1	328709	329482	329482	329573	4	135.0696	115.7741	137.749	205.4507	0.88	3	1839	974	109	1	0	11	OM3	101	2_1_1	1	1	1	3	5:3_6:2_5:3	329095.5	330069.5
1158	52	0	104	6:2	1	1	329482	329573	329573	329586	4	135.0696	115.7741	137.749	205.4507	0.88	3	1839	974	109	1	0	11	OM3	101	2_1_1	1	1	1	3	5:3_6:2_5:3	329095.5	330069.5
1159	490	4	976	5:3	1	2	329573	329586	329590	330549	4	135.0696	115.7741	137.749	205.4507	0.88	3	1839	974	109	1	0	11	OM3	101	2_1_1	1	1	1	3	5:3_6:2_5:3	329095.5	330069.5
1160	1108	                      693	1522	(6:2)	12	8	90720	91277	91970	92242	27	304.3832	385.3531	266.1102	472.3001	5.3298	7	2825	2462	2100	3	1	9	OM7	101	12_78_78_78_8_7_7	1	0	1	12	(6:2)_(4:4aCO)_(6:2)_(4:4a)_(5:3)_(6:2)_(5:3)_(4:4a)	90998.75	93460.75
1161	780	587	974	(4:4aCO)	78	4	91970	92242	92829	92944	27	304.3832	385.3531	266.1102	472.3001	5.3298	7	2825	2462	2100	3	1	9	OM7	101	12_78_78_78_8_7_7	1	0	1	12	(6:2)_(4:4aCO)_(6:2)_(4:4a)_(5:3)_(6:2)_(5:3)_(4:4a)	90998.75	93460.75
1162	96	22	170	(6:2)	78	4	92829	92944	92966	92999	27	304.3832	385.3531	266.1102	472.3001	5.3298	7	2825	2462	2100	3	1	9	OM7	101	12_78_78_78_8_7_7	1	0	1	12	(6:2)_(4:4aCO)_(6:2)_(4:4a)_(5:3)_(6:2)_(5:3)_(4:4a)	90998.75	93460.75
1163	24	0	47	(4:4a)	78	1	92966	92999	92999	93013	27	304.3832	385.3531	266.1102	472.3001	5.3298	7	2825	2462	2100	3	1	9	OM7	101	12_78_78_78_8_7_7	1	0	1	12	(6:2)_(4:4aCO)_(6:2)_(4:4a)_(5:3)_(6:2)_(5:3)_(4:4a)	90998.75	93460.75
1164	205	194	216	(5:3)	8	5	92999	93013	93207	93215	27	304.3832	385.3531	266.1102	472.3001	5.3298	7	2825	2462	2100	3	1	9	OM7	101	12_78_78_78_8_7_7	1	0	1	12	(6:2)_(4:4aCO)_(6:2)_(4:4a)_(5:3)_(6:2)_(5:3)_(4:4a)	90998.75	93460.75
1165	6	0	12	(6:2)	7	1	93207	93215	93215	93219	27	304.3832	385.3531	266.1102	472.3001	5.3298	7	2825	2462	2100	3	1	9	OM7	101	12_78_78_78_8_7_7	1	0	1	12	(6:2)_(4:4aCO)_(6:2)_(4:4a)_(5:3)_(6:2)_(5:3)_(4:4a)	90998.75	93460.75
1166	244	157	331	(5:3)	7	4	93215	93219	93376	93546	27	304.3832	385.3531	266.1102	472.3001	5.3298	7	2825	2462	2100	3	1	9	OM7	101	12_78_78_78_8_7_7	1	0	1	12	(6:2)_(4:4aCO)_(6:2)_(4:4a)_(5:3)_(6:2)_(5:3)_(4:4a)	90998.75	93460.75
1167	224	                      39	408	(4:4aCO)	3456	2	378234	378579	378618	378642	3	2.2473	1.1388	2.4155	2.0924	0	2	707	386	64	1	1	8	OM1	102	3456_34	1	0	1	12	(4:4aCO)_(6:2)_(4:4a)	378406.25	378792.25
1168	162	0	324	(6:2)	34	1	378618	378642	378642	378942	3	2.2473	1.1388	2.4155	2.0924	0	2	707	386	64	1	1	8	OM1	102	3456_34	1	0	1	12	(4:4aCO)_(6:2)_(4:4a)	378406.25	378792.25
1169	618	                      143	1094	(5:3)	2	2	136172	136619	136762	137266	7	343.3305	289.4085	358.4484	821.7659	11.1868	4	2132	1904	1675	2	1	9	OM2	102	2_1_3_3	1	0	2	32	(5:3)_(6:2)_(5:3a)_(6:2)_(4:4aCO)	136395.25	138299.25
1170	1111	849	1373	(6:2)	1	2	136762	137266	138115	138135	7	343.3305	289.4085	358.4484	821.7659	11.1868	4	2132	1904	1675	2	1	9	OM2	102	2_1_3_3	1	0	2	32	(5:3)_(6:2)_(5:3a)_(6:2)_(4:4aCO)	136395.25	138299.25
1171	148	118	178	(5:3a)	3	2	138115	138135	138253	138293	7	343.3305	289.4085	358.4484	821.7659	11.1868	4	2132	1904	1675	2	1	9	OM2	102	2_1_3_3	1	0	2	32	(5:3)_(6:2)_(5:3a)_(6:2)_(4:4aCO)	136395.25	138299.25
1172	26	0	52	(6:2)	3	1	138253	138293	138293	138305	7	343.3305	289.4085	358.4484	821.7659	11.1868	4	2132	1904	1675	2	1	9	OM2	102	2_1_3_3	1	0	2	32	(5:3)_(6:2)_(5:3a)_(6:2)_(4:4aCO)	136395.25	138299.25
1173	252	                      140	364	(2:6)	34	3	355110	355272	355412	355474	4	222.452	279.084	231.1696	330.2675	7.3994	2	424	314	203	1	1	11	OM3	102	34_2	1	0	1	10	(2:6)_(3:5)_(4:4aCO)	355190.75	355504.75
1174	62	0	123	(3:5)	2	1	355412	355474	355474	355535	4	222.452	279.084	231.1696	330.2675	7.3994	2	424	314	203	1	1	11	OM3	102	34_2	1	0	1	10	(2:6)_(3:5)_(4:4aCO)	355190.75	355504.75
1175	688	                      0	1376	(5:3)	3	1	368313	369378	369378	369689	3	678.1121	745.4844	741.9751	300.9826	21.8062	2	2098	1300	501	1	1	11	OM5	102	3_4	1	0	1	7	(5:3)_(6:2)_(4:4aCO)	368845.25	370145.25
1176	612	189	1034	(6:2)	4	2	369378	369689	369878	370412	3	678.1121	745.4844	741.9751	300.9826	21.8062	2	2098	1300	501	1	1	11	OM5	102	3_4	1	0	1	7	(5:3)_(6:2)_(4:4aCO)	368845.25	370145.25
1177	618	                      240	996	(4:4aCO)	5678	4	369878	370412	370652	370874	5	39.2813	46.448	47.0822	25.6368	0.166	2	1686	1074	463	1	0	11	OM6	102	5678_56	2	2	0	3	(4:4aCO)_(6:2)_(4:4CO)	370145.25	371219.25
1178	456	0	913	(6:2)	56	1	370652	370874	370874	371565	5	39.2813	46.448	47.0822	25.6368	0.166	2	1686	1074	463	1	0	11	OM6	102	5678_56	2	2	0	3	(4:4aCO)_(6:2)_(4:4CO)	370145.25	371219.25
1179	2672	0	5344	(2:6)	12	1	149388	152355	152355	154732	1	345.9878	344.6219	301.0113	105.0569	3.388	1	5343	2672	1	1	1	11	OM4	103	12	1	0	1	16	(2:6)_(4:4aCO)	150871.5	153543.5
1180	996	0	1992	(2:6)	34	1	477203	477776	477776	479195	1	655.5756	662.0081	814.463	1128.2686	12.9954	1	1991	996	1	1	1	11	OM5	103	34	1	0	1	16	(2:6)_(4:4aCO)	477489.5	478485.5
1181	209	81	337	(6:2)	34	4	469355	469480	469561	469692	4	317.6994	332.6363	301.8068	293.4343	8.7518	1	336	209	82	1	1	11	OM6	103	34	1	0	1	15	(6:2)_(4:4aCO)	469417.5	469626.5
1182	464	                      129	799	(4:4aCO)	1256	4	347951	348560	348689	348750	7	160.2816	155.7709	189.1109	742.5574	4.3938	2	978	606	233	1	1	10	OM8	103	1256_12	1	0	1	12	(4:4aCO)_(6:2)_(4:4a)	348255.25	348861.25
1183	142	42	241	(6:2)	12	3	348689	348750	348792	348930	7	160.2816	155.7709	189.1109	742.5574	4.3938	2	978	606	233	1	1	10	OM8	103	1256_12	1	0	1	12	(4:4aCO)_(6:2)_(4:4a)	348255.25	348861.25
